"site","url","nonobs","short_url"
"hronika.info","http://hronika.info/obwestvo/324454-kievlyan-vozmutili-ocherednye-geroi-parkovki.html","Недостовірна новина","http://bit.ly/2ySulrZ"
"gazeta.ua","http://gazeta.ua/articles/donbas/_pokazali-yak-zsu-zavdali-udaru-po-bojovikam/841639","Ненадійне джерело інформації","http://bit.ly/2RTOkyS"
"24tv.ua","http://24tv.ua/hlopets_pomer_tragichnoyu_smertyu_pid_chas_svyatkuvannya_dnya_narodzhennya_pid_kiyevom_n981417","Ненадійне джерело інформації","http://bit.ly/2PLajXe"
"bagnet.org","http://www.bagnet.org/news/society/367541/instagram-serial-nonedruzi-parubii-nazval-saakashvili-bomzhom","Ненадійне джерело інформації","http://bit.ly/2yMmnQQ"
"lenta.ru","http://lenta.ru/news/2018/06/10/karavay/","Ненадійне джерело інформації","http://bit.ly/2yGtYR2"
"obozrevatel.com","https://www.obozrevatel.com/sport/dressing-room/lider-sbornoj-argentinyi-sluchajno-vyilozhil-v-set-foto-goloj-zhenyi.htm","Ненадійне джерело інформації","http://bit.ly/2yFdlFk"
"apostrophe.ua","https://apostrophe.ua/news/society/2018-06-10/donetskiy-egipet-sotsseti-pozabavilo-neobyichnoe-foto-okkupirovannogo-donbassa/132664","Ненадійне джерело інформації","http://bit.ly/2yIcLH0"
"podrobnosti.ua","http://podrobnosti.ua/2245331-udivitelnaja-zemlja-fakty-o-kotoryh-vy-ne-znali.html","Недостовірна новина","http://bit.ly/2yIOvnT"
"telegraf.com.ua","https://telegraf.com.ua/mir/europa/4108879-den-rozhdeniya-po-korolevski-kak-proshel-torzhestvennyiy-parad-v-londone-foto.html","Недостовірна новина","http://bit.ly/2RVQuOG"
"vesti-ukr.com","http://vesti-ukr.com/mir/291878-tramp-potreboval-privatnoj-vstrechi-s-kim-chen-ynom","Ненадійне джерело інформації","http://bit.ly/2yHKXlR"
"expres.ua","http://expres.ua/news/2018/06/10/297655-udar-vyperedzhennya-biyci-oos-znyshchyly-minometnykiv-ordlo-pochatku-boyu","Ненадійне джерело інформації","#N/A"
"expres.ua","http://expres.ua/news/2018/06/10/297655-udar-vyperedzhennya-biyci-oos-znyshchyly-minometnykiv-ordlo-pochatku-boyu","Ненадійне джерело інформації","http://bit.ly/2yKpOaZ"
"telegraf.com.ua","https://telegraf.com.ua/zhizn/zhurnal/4109118-keyt-moss-raskritikovali-za-plohuyu-figuru.html","Недостовірна новина","http://bit.ly/2yH0Wkh"
"telegraf.com.ua","https://telegraf.com.ua/zhizn/zhurnal/4109118-keyt-moss-raskritikovali-za-plohuyu-figuru.html","Недостовірна новина","http://bit.ly/2yH0Wkh"
"vesti.ru","http://vesti.ru/doc.html?id=3026909&cid=5","Недостовірна новина","http://bit.ly/2RUDybN"
"vesti.ru","http://vesti.ru/doc.html?id=3026919&cid=8","Недостовірна новина","#N/A"
"facenews.ua","http://facenews.ua/news/2018/409693/","Недостовірна новина","http://bit.ly/2RWneak"
"znaj.ua","http://znaj.ua/society/vsyudi-krov-moment-vibuhu-v-n%D1%96chnomu-klub%D1%96-potrapiv-na-v%D1%96deo","Ненадійне джерело інформації","http://bit.ly/2ROUMY9"
"segodnya.ua","http://segodnya.ua/world/russia/v-moskve-prohodit-miting-oppozicionerov-i-pravozashchitnikov-1145522.html","Ненадійне джерело інформації","http://bit.ly/2RVqFy7"
"vesti.ru","http://vesti.ru/doc.html?id=3026922&cid=9","Ненадійне джерело інформації","http://bit.ly/2RTKaqV"
"telegraf.com.ua","https://telegraf.com.ua/zhizn/zhurnal/4109532-irina-bilyik-rasskazala-za-svoyu-predstayushhuyu-svadbu.html","Ненадійне джерело інформації","http://bit.ly/2RWnndS"
"znaj.ua","http://znaj.ua/capital/narodyvsya-v-sorochci-pyanyj-kyyanyn-roznis-mashynu-i-vyzhyv","Ненадійне джерело інформації","http://bit.ly/2RTzqbX"
"hronika.info","http://hronika.info/medicina/324503-nazvany-celebnye-svoystva-limonnogo-soka.html","Ненадійне джерело інформації","http://bit.ly/2RTKmXb"
"vesti.ru","http://vesti.ru/doc.html?id=3026938&cid=9","Недостовірна новина","http://bit.ly/2RVSDKg"
"strana.ua","http://strana.ua/news/145774-v-venhrii-iz-za-ukrainskoho-samoleta-podnjali-v-vozdukh-istrebiteli.html","Недостовірна новина","http://bit.ly/2RTX5ce"
"comments.ua","http://comments.ua/world/623723-vengriya-podnyala-vozduh-istrebiteli.html","Недостовірна новина","http://bit.ly/2RTzqIZ"
"112.ua","http://112.ua/mir/ukrainskiy-samolet-nezakonno-peresek-granicu-vengrii-pogranichniki-obyavili-trevogu-449138.html","Недостовірна новина","http://bit.ly/2RVg5XS"
"facenews.ua","http://facenews.ua/news/2018/409697/","Недостовірна новина","http://bit.ly/2RTKmGF"
"facenews.ua","http://facenews.ua/news/2018/409707/","Недостовірна новина","http://bit.ly/2RWnsyc"
"hronika.info","http://hronika.info/tehnologii/324521-huawei-vypustila-naushniki-kotorye-pomogayut-borotsya-so-stressom.html","Недостовірна новина","http://bit.ly/2RVras7"
"kp.ua","https://kp.ua/incidents/610188-suytsyd-v-mekke-frantsuz-pokonchyl-s-soboi-na-hazakh-tysiach-palomnykov","Недостовірна новина","http://bit.ly/2RWDHLZ"
"hvylya.net","http://hvylya.net/news/digest/kazanskiy-rasskazal-kogo-kreml-mozhet-postavit-na-mesto-boevika-zaharchenko.html","Ненадійне джерело інформації","http://bit.ly/2S1lE7o"
"facenews.ua","http://facenews.ua/news/2018/409701/","Недостовірна новина","http://bit.ly/2RWQ4aB"
"enovosty.com","http://news.enovosty.com/news_economy/full/1006-kurs-bitkoina-rezko-upal-iz-za-dejstvij-vlastej-ssha","Ненадійне джерело інформації","http://bit.ly/2RY5TOe"
"focus.ua","https://focus.ua/country/399500/","Ненадійне джерело інформації","http://bit.ly/2RVKaXq"
"unn.com.ua","http://unn.com.ua/uk/news/1735309-viyskova-prokuratura-vidkrila-provadzhennya-schodo-pozhezhi-na-lvivskomu-ska","Ненадійне джерело інформації","http://bit.ly/2RY5Ulg"
"telegraf.com.ua","https://telegraf.com.ua/zhizn/zhurnal/4110607-megan-markl-podelilas-s-poklonnikami-sekretom-idealnoy-figuryi.html","Недостовірна новина","http://bit.ly/2RSJ8eK"
"from-ua.com","http://from-ua.com/news/447611-chto-nelzya-delat-na-golodnii-zheludok.html","Недостовірна новина","http://bit.ly/2RWVlzg"
"znaj.ua","http://znaj.ua/events/riky-krovi-i-bagato-postrazhdalyh-marshrutka-rozgubyla-pasazhyriv-po-dorozi","Ненадійне джерело інформації","http://bit.ly/2RTDk4F"
"hronika.info","http://hronika.info/avto/324543-ekspert-rasskazal-chem-shiny-s-probegom-luchshe-novyh.html","Ненадійне джерело інформації","http://bit.ly/2ROUSit"
"hronika.info","http://hronika.info/fotoreportazhi/324461-desyat-zapominayuschihsya-snimkov-s-fotokonkursa-national-geographic-foto.html","Ненадійне джерело інформації","http://bit.ly/2ROUSyZ"
"apostrophe.ua","https://apostrophe.ua/news/society/accidents/2018-06-10/s-vozvrascheniem-domoy-seti-vpechatlili-grustnyie-foto-s-okkupirovannogo-donbassa/132697","Недостовірна новина","http://bit.ly/2ROUTmx"
"hronika.info","http://hronika.info/medicina/324567-udalenie-odnogo-organa-mozhet-vyzvat-rak.html","Недостовірна новина","http://bit.ly/2RWntCg"
"politeka.net","https://politeka.net/news/regions/665839-zelenym-chelovechkam-mereshhitsja-napadenie-rossijskaja-aviacija-nanesla-udar-po-chernomu-morju/","Ненадійне джерело інформації","http://bit.ly/2RWDIQ3"
"ukranews.com","http://ukranews.com/news/567992-pod-kyevom-paren-utonul-prazdnuya-na-plyazhe-svoy-den-rozhdenyya","Ненадійне джерело інформації","http://bit.ly/2RY5USi"
"politeka.net","https://politeka.net/news/world/665841-beg-navstrechu-trampu-kim-chen-yn-so-svitoj-razveselili-ves-mir-v-singapure/","Ненадійне джерело інформації","http://bit.ly/2ROUVe9"
"comments.ua","http://comments.ua/society/623724-na-svalke-gruzii-vilupilis-sotni.html","Ненадійне джерело інформації","http://bit.ly/2ROVd4J"
"obozrevatel.com","https://www.obozrevatel.com/crime/kuryatnik-kak-vyiglyadit-sleduyuschaya-tsel-vsu-na-donbasse.htm","Недостовірна новина","http://bit.ly/2RVggCw"
"vesti.ru","http://vesti.ru/doc.html?id=3027024&cid=5","Ненадійне джерело інформації","http://bit.ly/2ROVa93"
"from-ua.com","http://from-ua.com/news/447640-nemitie-haschi-volochkovoi-vozmutili-bolshe-poshlogo-shpagata.html","Ненадійне джерело інформації","http://bit.ly/2RVgeKU"
"vesti.ru","http://vesti.ru/doc.html?id=3026953&cid=5","Недостовірна новина","http://bit.ly/2ROV9Sx"
"zik.ua","http://zik.ua/news/2018/06/10/u_ssha_poyasnyly_yak_ukraina_mozhe_obiyty_sanktsii_ugorshchyny_v_nato_1342695","Ненадійне джерело інформації","http://bit.ly/2RVgg5u"
"from-ua.com","http://from-ua.com/news/447642-boretsya-so-starostyu-i-rakom-uchenie-nazvali-unikalnii-napitok.html","Недостовірна новина","http://bit.ly/2RVgfys"
"podrobnosti.ua","http://podrobnosti.ua/2245363-sammit-g-7-kak-rezultaty-vstrechi-povlijajut-na-ukrainu.html","Ненадійне джерело інформації","http://bit.ly/2RVggT2"
"tsn.ua","https://tsn.ua/ukrayina/rozkrito-novu-shahraysku-shemu-za-yakoyu-chuzhi-lyudi-perepisuyut-na-sebe-neruhomist-1169271.html","Ненадійне джерело інформації","http://bit.ly/2RVgeuo"
"expres.ua","http://expres.ua/news/2018/06/10/297701-yamkovogo-remontu-doroga-stala-radioaktyvnoyu","Ненадійне джерело інформації","http://bit.ly/2ROVcxH"
"from-ua.com","http://from-ua.com/news/447651-ukrainci-ponesli-v-lombardi-dazhe-santehniku-i-knigi-1.html","Ненадійне джерело інформації","http://bit.ly/2ROVbK9"
"apostrophe.ua","https://apostrophe.ua/news/society/kiev/2018-06-10/v-kieve-naglyie-geroi-parkovki-atakovali-politsiyu-i-poplatilis-za-eto-foto-s-mesta-chp/132707","Ненадійне джерело інформації","http://bit.ly/2ROVbtD"
"obozrevatel.com","https://www.obozrevatel.com/curious/putin-trup-nemetskij-zhurnal-udivil-izobrazheniem-glavyi-rf.htm","Ненадійне джерело інформації","http://bit.ly/2RVgklK"
"24tv.ua","http://24tv.ua/keyt_moss_rozkritikuvali_za_tselyulit_foto_n981552","Ненадійне джерело інформації","http://bit.ly/2ROVowV"
"from-ua.com","http://from-ua.com/news/447654-eksperti-rasskazali-o-zapahe-pomogayuschem-pohudet.html","Ненадійне джерело інформації","http://bit.ly/2ROVogp"
"from-ua.com","http://from-ua.com/news/447656-polugolaya-seryabkina-poigrala-s-fanatami.html","Ненадійне джерело інформації","http://bit.ly/2RVrbwb"
"gordonua.com","http://gordonua.com/news/war/kazanskiy-hodyat-sluhi-chto-lider-boevikov-dnr-zaharchenko-vot-vot-budet-smeshchen-kuratorami-so-svoego-posta-250223.html","Ненадійне джерело інформації","http://bit.ly/2ROVuEN"
"from-ua.com","http://from-ua.com/news/447657-pyat-produktov-kotorie-ni-v-koem-sluchae-nelzya-pokupat-v-supermarkete.html","Недостовірна новина","http://bit.ly/2RW2gID"
"pravda.com.ua","http://life.pravda.com.ua/society/2018/06/11/231519/","Недостовірна новина","http://bit.ly/2ROVq81"
"zaxid.net","http://zaxid.net/narodna_deputatka_irina_lutsenko_otrimala_u_lvovi_druge_svidotstvo_pro_odruzhennya_n1458877","Недостовірна новина","http://bit.ly/2RTDlpf"
"apostrophe.ua","https://apostrophe.ua/news/society/2018-06-11/v-seti-pokazali-mrachnoe-foto-s-mesta-provedeniya-kazantipa-v-kryimu/132638","Ненадійне джерело інформації","http://bit.ly/2RWnupO"
"bagnet.org","http://www.bagnet.org/news/pressreliz/367597/krashchiy-vibir-ukrayintsiv-kazino-slotoking","Недостовірна новина","http://bit.ly/2RRhwqi"
"expres.ua","http://expres.ua/news/2018/06/11/297708-staly-vidomymy-pretendenty-misce-vatazhka-dnr","Недостовірна новина","http://bit.ly/2RVKcP2"
"znaj.ua","http://znaj.ua/popcorn/vichni-pesymisty-yaki-znaky-zodiaku-ne-dayut-sobi-buty-shaslyvymy","Недостовірна новина","http://bit.ly/2ROVnsR"
"korrespondent.net","https://korrespondent.net/world/3979135-tramp-podderzhyvaet-ydeui-otkrytyia-McDonalds-v-severnoi-koree-smy","Ненадійне джерело інформації","http://bit.ly/2RWDLLJ"
"from-ua.com","http://from-ua.com/news/447666-u-poberezhya-nashli-neizvestnoe-nauke-suschestvo.html","Недостовірна новина","http://bit.ly/2RVKeXa"
"facenews.ua","http://facenews.ua/news/2018/409734/","Ненадійне джерело інформації","http://bit.ly/2RUDF7d"
"from-ua.com","http://from-ua.com/news/447667-obnazhennaya-gollivudskaya-model-pokazala-kak-delat-eto-v-basseine.html","Ненадійне джерело інформації","http://bit.ly/2RVXdrU"
"apostrophe.ua","https://apostrophe.ua/news/society/2018-06-11/donetskiy-kadyirov-nazvan-esche-odin-kandidat-na-mesto-glavarya-dnr/132719","Ненадійне джерело інформації","http://bit.ly/2RWnuWQ"
"facenews.ua","http://facenews.ua/news/2018/409735/","Ненадійне джерело інформації","http://bit.ly/2RVQUV5"
"fakty.ua","http://fakty.ua/271332-svodki-oos-boeviki-primenili-artillerijskie-sistemy-v-rajone-novotoshkovskogo","Недостовірна новина","http://bit.ly/2RVKdCA"
"enovosty.com","http://news.enovosty.com/news_abroad/full/1106-idealnyj-agent-tramp-putin-bolshe-ne-rvetsya-v-bolshuyu-semerku-u-nego-drugaya-cel-igor-ejdman","Ненадійне джерело інформації","http://bit.ly/2S1lGMy"
"tsn.ua","https://tsn.ua/groshi/skilki-koshtuye-zapraviti-avto-na-azs-vranci-11-chervnya-1169358.html","Недостовірна новина","http://bit.ly/2RWVpz0"
"segodnya.ua","http://segodnya.uahttps://kiev.segodnya.ua/kother/goloseevo-akademgorodok-i-svyatoshino-ekspert-nazval-populyarnye-rayony-kieva-dlya-arendy-zhilya-1145038.html","Недостовірна новина","http://bit.ly/2RWnvdm"
"unn.com.ua","http://unn.com.ua/uk/news/1734157-gra-legend-dubl-eks-gravtsya-kiyivskogo-dinamo-dopomig-komandi-fifa-obigrati-rosiyan","Маніпуляції з емоціями","http://bit.ly/2PDGSXo"
"kp.ua","https://kp.ua/life/609623-suprun-posovetovala-chystyt-detiam-zuby-kohda-ony-esche-ne-prorezalys","Маніпулятивний заголовок","http://bit.ly/2yIuPAN"
"obozrevatel.com","https://www.obozrevatel.com/politics/est-uslovie-grojsman-zagovoril-ob-otstavke.htm","Маніпулятивний заголовок","http://bit.ly/2PBV17f"
"lenta.ru","http://lenta.ru/news/2018/06/04/trash/","Маніпулятивний заголовок","http://bit.ly/2yHttpU"
"politeka.net","https://politeka.net/news/politics/662200-razgrom-i-unichtozhenie-kreml-gotovit-novuju-operaciju-v-ukraine-raskryty-detali/","Маніпулятивний заголовок","http://bit.ly/2yHttWW"
"hvylya.net","http://hvylya.net/news/digest/uchenyie-obnaruzhili-deshevyiy-sposob-borbyi-s-rakom.html","Маніпулятивний заголовок","http://bit.ly/2PHPlsE"
"obozrevatel.com","https://www.obozrevatel.com/abroad/vojska-rf-otrabotali-zahvat-stran-baltii.htm","Маніпулятивний заголовок","http://bit.ly/2yIJYSJ"
"obozrevatel.com","https://www.obozrevatel.com/society/tse-ganba-bogomolets-prokomentuvala-zayavu-zastupnika-suprun.htm","Маніпулятивний заголовок","http://bit.ly/2P3X1bn"
"rbc.ua","https://www.rbc.ua/rus/news/vidrodzhenni-schitayut-zayavlenie-linchevskogo-1528107587.html","Маніпулятивний заголовок","http://bit.ly/2yIUVDP"
"apostrophe.ua","https://apostrophe.ua/news/society/kiev/2018-06-04/vyipustili-dva-desyatka-pul-vskryilis-novyie-detali-pokusheniya-na-kriminalnogo-avtoriteta-pod-kievom/132057","Маніпулятивний заголовок","http://bit.ly/2yGGtvT"
"hvylya.net","http://hvylya.net/news/digest/meditsinskaya-reforma-zhiteley-sel-budut-lechit-po-internetu-za-14-mlrd-dollarov.html","Маніпулятивний заголовок","http://bit.ly/2yHddoK"
"kp.ru","http://kp.ru/daily/26837.5/3878576/","Маніпуляції з емоціями","http://bit.ly/2yGFziY"
"kp.ua","https://kp.ua/politics/609674-zhurnalysta-suschenko-pryhovoryly-k-12-hodam-strohoho-rezhyma-pryhovor-obzhaluuit","Маніпуляції з емоціями","http://bit.ly/2yDJhKe"
"112.ua","http://112.ua/glavnye-novosti/veto-pretknoveniya-parlament-zatyagivaet-sozdanie-antikorrupcionnogo-suda-448312.html","Маніпулятивний заголовок","http://bit.ly/2PCSdH9"
"politeka.net","https://politeka.net/news/kyiv/662389-kogda-dadut-gorjachuju-vodu-v-kieve-pojavilis-prizrachnye-nadezhdy-na-razreshenie-spora-dvuh-monopolistov/","Маніпулятивний заголовок","http://bit.ly/2yEQCt2"
"newsone.ua","http://newsone.ua/news/politics/daniljuk-objasnil-pochemu-pozhalovalsja-na-hrojsmana-poslam-g7.html","Маніпулятивний заголовок","http://bit.ly/2PDWQk8"
"apostrophe.ua","https://apostrophe.ua/news/society/kiev/2018-06-04/ne-mojet-po-chelovecheski-v-seti-pokazali-foto-naglogo-geroya-parkovki-v-kieve/132098","Маніпулятивний заголовок","http://bit.ly/2yHtuKu"
"vesti-ukr.com","http://vesti-ukr.com/kiev/291192-v-kieve-s-juzhnoho-mosta-pryhnul-chelovek","Маніпуляції з емоціями","http://bit.ly/2yGOOjk"
"apostrophe.ua","https://apostrophe.ua/news/society/accidents/2018-06-04/odioznyiy-rossiyskiy-pisatel-sdelal-zayavlenie-o-peredele-granits-upomyanuv-ukrainu-v-seti-smeyutsya/132102","Маніпуляції з емоціями","http://bit.ly/2yIc4xh"
"apostrophe.ua","https://apostrophe.ua/news/society/accidents/2018-06-04/odioznyiy-rossiyskiy-pisatel-sdelal-zayavlenie-o-peredele-granits-upomyanuv-ukrainu-v-seti-smeyutsya/132102","Маніпуляції з емоціями","http://bit.ly/2yIc4xh"
"gazeta.ua","http://gazeta.ua/articles/kiev-life/_kiyivskij-gaudi-scho-vidomo-pro-najvidomishogo-ukrayinskogo-arhitektora/840551","Маніпуляції з емоціями","http://bit.ly/2yKZehY"
"from-ua.com","http://from-ua.com/news/446746-zhena-futbolista-ukrainskoi-sbornoi-vzbudorazhila-plyazhnimi-snimkami.html","Маніпуляції з емоціями","http://bit.ly/2yGFAU4"
"podrobnosti.ua","http://podrobnosti.ua/2244365-v-tsentre-kieve-pylajut-mafy-foto.html","Маніпулятивний заголовок","http://bit.ly/2yI9C9X"
"kp.ua","https://kp.ua/politics/609686-polytycheskye-posledstvyia-dela-babchenko","Маніпуляції з емоціями","http://bit.ly/2yIc4NN"
"kp.ua","https://kp.ua/politics/609688-mynzdrav-preduprezhdaet-ot-raka-vse-umrut","Маніпулятивний заголовок","http://bit.ly/2yHtwlA"
"unn.com.ua","http://unn.com.ua/uk/news/1734300-rostovski-kozaki-obitsyali-ne-biti-cholovikiv-scho-tsiluyutsya-na-chs-2018","Маніпулятивний заголовок","http://bit.ly/2yL44vh"
"kp.ru","http://kp.ru/daily/26834.5/3878711/","Маніпулятивний заголовок","http://bit.ly/2yHisol"
"interfax.com.ua","http://interfax.com.ua/news/general/509740.html","Мова ворожнечі","http://bit.ly/2yIuVs9"
"ukranews.com","http://ukranews.com/news/566862-specnazovcy-pokazaly-detyam-kak-pererezat-gorlo-dlya-populyaryzacyy-armyy-mehr-ehnergodara","Маніпулятивний заголовок","http://bit.ly/2PCSdqD"
"from-ua.com","http://from-ua.com/news/446859-chelovechestvu-grozit-neizlechimaya-epidemiya.html","Маніпулятивний заголовок","http://bit.ly/2PD9Eak"
"newsone.ua","http://newsone.ua/news/society/litvin-o-zajavlenii-hrojsmana-on-nichem-ne-riskuet-vse-eto-khorosho-ponimajut.html","Маніпуляції з емоціями","http://bit.ly/2yDszKQ"
"hvylya.net","http://hvylya.net/news/digest/bez-transha-mvf-upadut-politicheskie-reytingi-groysmana-nayem.html","Маніпулятивний заголовок","http://bit.ly/2yKqqNs"
"from-ua.com","http://from-ua.com/news/446865-ubiistvo-po-sovetski-derzkie-pokusheniya-na-hruscheva-brezhneva-i-gorbacheva-foto.html","Маніпуляції з емоціями","http://bit.ly/2yIc5Bl"
"znaj.ua","http://znaj.ua/world/doroga-v-peklo-v-piteri-mashyny-yidut-kriz-vogon","Маніпулятивний заголовок","http://bit.ly/2yL45iP"
"fakty.ua","http://fakty.ua/270638-savik-shuster-ozvuchil-glavnuyu-cel-pokusheniya-na-babchenko","Маніпулятивний заголовок","http://bit.ly/2yIV5ep"
"znaj.ua","http://znaj.ua/society/ceglyny-na-golovu-padayut-likarnya-peretvorylasya-v-najnebezpechnishe-misce-dlya-ditej","Маніпулятивний заголовок","http://bit.ly/2yIP9Sz"
"politeka.net","https://politeka.net/news/society/662591-ukrainskij-turist-ushel-iz-zhizni-na-kipre-pri-zagadochnyh-obstojatelstvah-podrobnosti/","Маніпулятивний заголовок","http://bit.ly/2yIV4al"
"politeka.net","https://politeka.net/news/incidents/662734-potasovka-s-inostrancami-v-kieve-pervye-podrobnosti-i-kadry-bespredela/","Маніпулятивний заголовок","http://bit.ly/2PBpBhp"
"facenews.ua","http://facenews.ua/news/2018/408948/","Маніпулятивний заголовок","http://bit.ly/2yIUZU5"
"from-ua.com","http://from-ua.com/news/446884-pidtrimka-vischih-sil-godinnik-yangola-ohoroncya-na-cherven-2018-roku.html","Маніпулятивний заголовок","http://bit.ly/2yIV3Dj"
"kp.ru","http://kp.ru/daily/26837/3878790/","Маніпулятивний заголовок","http://bit.ly/2yIV5uV"
"strana.ua","http://strana.ua/news/144775-kazaki-poobeshchali-ne-bit-bolelshchikov-na-chempionate-mira-v-rostove-na-donu-.html","Маніпулятивний заголовок","http://bit.ly/2PCCt6Y"
"strana.ua","http://strana.ua/news/144855-futbol-messi-snjalsja-v-reklame-buts-s-kozlami-goat.html","Маніпулятивний заголовок","http://bit.ly/2yGQsl2"
"strana.ua","http://strana.ua/news/144891-leonid-kanter-chto-izvestno-ob-ukrainskom-rezhissere-pokonchivshem-s-soboj.html","Маніпуляції з емоціями","http://bit.ly/2yHitZr"
"zik.ua","http://zik.ua/news/2018/06/05/ukraini_daly_vazhlyvu_poradu_shchodo_rozvytku_krainy_1338605","Маніпулятивний заголовок","http://bit.ly/2yGFQT2"
"from-ua.com","http://from-ua.com/news/446890-mavpa-ogidna-abo-tigricya-fatalna-erotichne-foto-lorak-rozdililo-faniv.html","Маніпулятивний заголовок","http://bit.ly/2PCTQVh"
"obozrevatel.com","https://www.obozrevatel.com/crime/vyitesnim-rossiyu-vyiyasnilis-oruzhejnyie-planyi-ukrainyi.htm","Маніпулятивний заголовок","http://bit.ly/2yDt0os"
"lenta.ru","http://lenta.ru/news/2018/06/05/lesbi_wedding/","Маніпулятивний заголовок","http://bit.ly/2yGRwp2"
"ria.ru","http://ria.ru/world/20180605/1522059853.html","Маніпуляції з емоціями","http://bit.ly/2yLZOf4"
"from-ua.com","http://from-ua.com/news/446897-marsiane-podayut-znak-kosmicheskii-rover-zasnyal-zagadochnii-predmet.html","Маніпулятивний заголовок","http://bit.ly/2yKrIrM"
"lenta.ru","http://lenta.ru/news/2018/06/05/perebivat/","Маніпуляції з емоціями","http://bit.ly/2yKqv3I"
"facenews.ua","http://facenews.ua/news/2018/408983/","Маніпулятивний заголовок","http://bit.ly/2yR1d4n"
"kp.ru","http://kp.ru/daily/26834/3878890/","Маніпуляції з емоціями","http://bit.ly/2yHdJmG"
"glavcom.ua","http://glavcom.ua/news/u-lyashka-perekonuyut-shcho-duzhi-choloviki-hochut-bachiti-yogo-prezidentom--502789.html","Маніпулятивний заголовок","http://bit.ly/2yHj4KF"
"znaj.ua","http://znaj.ua/world/inozemnyj-legion-jde-v-ataku-francuzki-vijska-vstupyly-u-vijnu","Маніпулятивний заголовок","http://bit.ly/2PCAiQO"
"lenta.ru","http://lenta.ru/news/2018/06/05/nelzya/","Маніпулятивний заголовок","http://bit.ly/2yGHbt3"
"vesti-ukr.com","http://vesti-ukr.com/strana/291221-5-neudobnykh-voprosov-ob-lhbt","Маніпуляції з емоціями","http://bit.ly/2PAfPMo"
"vesti-ukr.com","http://vesti-ukr.com/strana/291221-5-neudobnykh-voprosov-ob-lhbt","Маніпуляції з емоціями","http://bit.ly/2PAfPMo"
"hvylya.net","http://hvylya.net/news/digest/ukrainskie-sela-prevratyatsya-v-neobitaemyie-ostrova.html","Маніпулятивний заголовок","http://bit.ly/2yKqxsm"
"expres.ua","http://expres.ua/news/2018/06/05/297060-zastupnyku-suprun-distanetsya-gorihy-groysmana-vpevnenyy-rechnyk-premyera","Маніпулятивний заголовок","http://bit.ly/2yIBLxO"
"vesti.ru","http://vesti.ru/doc.html?id=3024845&cid=7","Маніпулятивний заголовок","http://bit.ly/2yKrj8K"
"expres.ua","http://expres.ua/news/2018/06/05/297059-kyyivskomu-magazyni-pomityly-dvoh-nahabnyh-kulturnyh-zlodiyok-foto","Маніпулятивний заголовок","http://bit.ly/2PGpn8V"
"ukranews.com","http://ukranews.com/news/566933-rezultaty-vno-po-anglyyskomu-yazyku-pod-ugrozoy-sryva","Маніпулятивний заголовок","http://bit.ly/2Px2Bjn"
"hvylya.net","http://hvylya.net/news/digest/uchenyie-obyasnili-sushhestvovanie-sverhestestvennyih-sil.html","Маніпулятивний заголовок","http://bit.ly/2yGRvkY"
"from-ua.com","http://from-ua.com/news/446913-oberegi-dlya-doma-i-ih-znachenie.html","Маніпуляції з емоціями","http://bit.ly/2yEQVnG"
"gazeta.ua","http://gazeta.ua/articles/np/_se-odna-smertelna-dtp-na-trasi-marshrutka-zishtovhnulasya-z-vantazhnim-busom/840670","Маніпулятивний заголовок","http://bit.ly/2PBH6hH"
"znaj.ua","http://znaj.ua/society/pogoda-na-5-chervnya-ukrayincyam-dovedetsya-trohy-pomuchytysya","Маніпулятивний заголовок","http://bit.ly/2PyA4dy"
"newsone.ua","http://newsone.ua/news/society/na-donbasse-pohib-22-letnij-brat-heorhija-honhadze.html","Маніпулятивний заголовок","http://bit.ly/2PDcbkQ"
"strana.ua","http://strana.ua/news/144812-v-dele-buziny-zamenili-odnoho-iz-sudej.html","Маніпуляції з емоціями","http://bit.ly/2Px2c0l"
"segodnya.ua","http://segodnya.ua/ukraine/vno-po-angliyskomu-pod-ugrozoy-sryva-1143981.html","Маніпулятивний заголовок","http://bit.ly/2yHj6Ch"
"zik.ua","http://zik.ua/news/2018/06/05/tymchuk_rosiya_ne_puskaie_na_chs2018_golotu_z_lnrdnr_bo_tse_lyshe_garmatne_1338831","Маніпулятивний заголовок","http://bit.ly/2yHqj5j"
"strana.ua","http://strana.ua/news/144781-brata-fihurantki-kharkovskoho-dtp-ostanovili-pjanym-za-rulem.html","Маніпулятивний заголовок","http://bit.ly/2yHqjlP"
"censor.net","https://censor.net.ua/photo_news/3069769/stilno_modno_porusski_v_ulyanovske_pohoronnoe_byuro_zamostilo_trotuar_oblomkami_nadgrobiyi_foto","Маніпулятивний заголовок","http://bit.ly/2PAkSfO"
"kp.ua","https://kp.ua/politics/609750-nytsoi-poshla-v-sbu-po-spysku-babchenko-a-popala-k-russkohovoriaschym-ahentam-kremlia","Мова ворожнечі","http://bit.ly/2PxATDg"
"znaj.ua","http://znaj.ua/world/ne-zakryvajte-meni-rota-skandalni-ziznannya-putina-shokuvaly-svit","Маніпулятивний заголовок","http://bit.ly/2yHqkpT"
"hvylya.net","http://hvylya.net/news/digest/sozdana-vaktsina-zashhishhayushhaya-ot-treti-shtammov-vich.html","Маніпулятивний заголовок","http://bit.ly/2yIhsjZ"
