"site","url","nonobs","short_url"
"pravda.com.ua","http://pravda.com.uahttp://life.pravda.com.ua/society/2018/06/4/231407/","Ненадійне джерело інформації",NA
"unn.com.ua","http://unn.com.ua/uk/news/1734157-gra-legend-dubl-eks-gravtsya-kiyivskogo-dinamo-dopomig-komandi-fifa-obigrati-rosiyan","Недостовірна новина","http://bit.ly/2PDGSXo"
"obozrevatel.com","https://www.obozrevatel.com/kiyany/crime/bil-titushnyu-atoshnik-raskryil-detali-strelbyi-pod-kievom.htm","Ненадійне джерело інформації","http://bit.ly/2PHOSXq"
"vesti.ru","http://www.vestifinance.ru/articles/102256","Ненадійне джерело інформації","http://bit.ly/2yFt5YZ"
"lenta.ru","http://lenta.ru/news/2018/06/04/trash/","Ненадійне джерело інформації","http://bit.ly/2yHttpU"
"enovosty.com","http://news.enovosty.com/news_politics/full/406-mnogo-versij-ne-byvaet-kto-zakazal-babchenko-zloj-odessit","Ненадійне джерело інформації","http://bit.ly/2PHOTus"
"vesti.ru","http://vesti.ru/doc.html?id=3024440&cid=7","Ненадійне джерело інформації","http://bit.ly/2yKIzLa"
"vesti.ru","http://vesti.ru/doc.html?id=3024440&cid=7","Ненадійне джерело інформації","http://bit.ly/2yKIzLa"
"kp.ua","https://kp.ua/politics/609633-osvobozhden-ukraynets-kotoroho-s-2014-hoda-uderzhyvaly-v-lnr","Ненадійне джерело інформації","http://bit.ly/2yHioF7"
"kp.ua","https://kp.ua/politics/609633-osvobozhden-ukraynets-kotoroho-s-2014-hoda-uderzhyvaly-v-lnr","Ненадійне джерело інформації","http://bit.ly/2yHioF7"
"politeka.net","https://politeka.net/news/politics/662200-razgrom-i-unichtozhenie-kreml-gotovit-novuju-operaciju-v-ukraine-raskryty-detali/","Ненадійне джерело інформації","http://bit.ly/2yHttWW"
"kp.ua","https://kp.ua/economics/609648-ukrayntsam-uzhe-dolzhny-pochty-25-mlrd-hrn","Недостовірна новина","http://bit.ly/2yGk5CL"
"enovosty.com","http://news.enovosty.com/news_society/full/406-v-ukraine-sorvali-krupnejshij-dzhekpot-v-lotereyu-pochti-18-mln-griven","Ненадійне джерело інформації","http://bit.ly/2yDswi8"
"hvylya.net","http://hvylya.net/news/digest/uchenyie-obnaruzhili-deshevyiy-sposob-borbyi-s-rakom.html","Недостовірна новина","http://bit.ly/2PHPlsE"
"obozrevatel.com","https://www.obozrevatel.com/society/tse-ganba-bogomolets-prokomentuvala-zayavu-zastupnika-suprun.htm","Ненадійне джерело інформації","http://bit.ly/2P3X1bn"
"rbc.ua","https://www.rbc.ua/rus/news/vidrodzhenni-schitayut-zayavlenie-linchevskogo-1528107587.html","Ненадійне джерело інформації","http://bit.ly/2yIUVDP"
"unn.com.ua","http://unn.com.ua/uk/news/1734250-eksperti-pidrakhuvali-yak-za-rik-zminilasya-vartist-zhitla-u-stolichnikh-novobudovakh","Ненадійне джерело інформації","http://bit.ly/2yFt7QB"
"zn.ua","http://zn.ua/TECHNOLOGIES/vladelcy-iphone-x-zayavili-o-novom-nedostatke-smartfona-285766_.html","Ненадійне джерело інформації","http://bit.ly/2yEQDNC"
"pravda.com.ua","http://pravda.com.uahttps://www.epravda.com.ua/news/2018/06/4/637431/","Ненадійне джерело інформації","http://bit.ly/2yEQCcw"
"kp.ru","http://kp.ru/daily/26837.5/3878576/","Недостовірна новина","http://bit.ly/2yGFziY"
"interfax.com.ua","http://interfax.com.ua/news/telecom/509698.html","Недостовірна новина","http://bit.ly/2yGGuzX"
"apostrophe.ua","https://apostrophe.ua/news/business/2018-06-04/dva-nardepa-ot-partii-vdrodjennya-beznakazanno-sotrudnichayut-s-rossiey--politolog/132071","Ненадійне джерело інформації","http://bit.ly/2yHtwC6"
"bagnet.org","http://www.bagnet.org/news/society/367034/vmesto-uchebnikov-shkolniki-poluchat-hrestomatiyu-napechatannuyu-po-korruptsionnoy-sheme","Ненадійне джерело інформації","http://bit.ly/2yKICGQ"
"112.ua","http://112.ua/glavnye-novosti/veto-pretknoveniya-parlament-zatyagivaet-sozdanie-antikorrupcionnogo-suda-448312.html","Ненадійне джерело інформації","http://bit.ly/2PCSdH9"
"fakty.ictv.ua","https://fakty.ictv.ua/ua/ukraine/polituka/20180604-u-monako-vidbuvsya-tretij-mizhnarodnyj-forum-z-energetychnoyi-bezpeky/","Недостовірна новина","http://bit.ly/2yL466n"
"comments.ua","http://comments.ua/world/623047-glava-evroparlamenta-vistupil.html","Недостовірна новина","http://bit.ly/2PCCqYQ"
"apostrophe.ua","https://apostrophe.ua/news/society/kiev/2018-06-04/ne-mojet-po-chelovecheski-v-seti-pokazali-foto-naglogo-geroya-parkovki-v-kieve/132098","Ненадійне джерело інформації","http://bit.ly/2yHtuKu"
"vesti-ukr.com","http://vesti-ukr.com/kiev/291192-v-kieve-s-juzhnoho-mosta-pryhnul-chelovek","Ненадійне джерело інформації","http://bit.ly/2yGOOjk"
"apostrophe.ua","https://apostrophe.ua/news/society/accidents/2018-06-04/odioznyiy-rossiyskiy-pisatel-sdelal-zayavlenie-o-peredele-granits-upomyanuv-ukrainu-v-seti-smeyutsya/132102","Ненадійне джерело інформації","http://bit.ly/2yIc4xh"
"apostrophe.ua","https://apostrophe.ua/news/society/accidents/2018-06-04/odioznyiy-rossiyskiy-pisatel-sdelal-zayavlenie-o-peredele-granits-upomyanuv-ukrainu-v-seti-smeyutsya/132102","Ненадійне джерело інформації","http://bit.ly/2yIc4xh"
"gazeta.ua","http://gazeta.ua/articles/kiev-life/_kiyivskij-gaudi-scho-vidomo-pro-najvidomishogo-ukrayinskogo-arhitektora/840551","Недостовірна новина","http://bit.ly/2yKZehY"
"24tv.ua","http://24tv.ua/keti_perri_pokepkuvala_v_merezhi_z_sidnits_kohanogo_bluma_n978437","Ненадійне джерело інформації","http://bit.ly/2yDsxmc"
"newsone.ua","http://newsone.ua/news/society/ukraina-vyrazila-protest-rosii-iz-za-prihovora-sushchenko.html","Ненадійне джерело інформації","http://bit.ly/2yGOO2O"
"newsone.ua","http://newsone.ua/news/society/ves-kiev-s-1-avhusta-mozhet-ostatsja-bez-horjachej-vody-nazvana-prichina.html","Ненадійне джерело інформації","http://bit.ly/2yKZfT4"
"bagnet.org","http://www.bagnet.org/news/kiev/366988/v-kieve-proizoshlo-sereznoe-dtp-est-postradavshiy","Ненадійне джерело інформації","http://bit.ly/2yFVpKT"
"interfax.com.ua","http://interfax.com.ua/news/economic/509728.html","Ненадійне джерело інформації","http://bit.ly/2yHirkh"
"from-ua.com","http://from-ua.com/news/446746-zhena-futbolista-ukrainskoi-sbornoi-vzbudorazhila-plyazhnimi-snimkami.html","Ненадійне джерело інформації","http://bit.ly/2yGFAU4"
"gazeta.ua","http://gazeta.ua/articles/avto/_ak-reklamuyut-ulyublenu-sered-ukrayinciv-model-avtomobiliv/840579","Недостовірна новина","http://bit.ly/2yGFADy"
"gazeta.ua","http://gazeta.ua/articles/np/_bilya-stolichnogo-metro-vinikla-pozhezha/840581","Ненадійне джерело інформації","http://bit.ly/2yKIAPe"
"podrobnosti.ua","http://podrobnosti.ua/2244365-v-tsentre-kieve-pylajut-mafy-foto.html","Ненадійне джерело інформації","http://bit.ly/2yI9C9X"
"tsn.ua","https://tsn.ua/ukrayina/nache-boyepripasi-vibuhali-ochevidec-rozpoviv-pro-pidpal-avto-eks-kerivnika-pravogo-sektoru-u-rivnomu-1166094.html","Ненадійне джерело інформації","http://bit.ly/2yIUY2t"
"znaj.ua","http://znaj.ua/events/jogo-filmy-znaly-usi-pomer-kultovyj-aktor","Недостовірна новина","http://bit.ly/2yHirAN"
"kp.ua","https://kp.ua/politics/609688-mynzdrav-preduprezhdaet-ot-raka-vse-umrut","Недостовірна новина","http://bit.ly/2yHtwlA"
"ukranews.com","http://ukranews.com/news/566849-v-odesse-na-plyazhe-pyanyy-rybak-yz-za-ssory-pyrnul-nozhom-svoego-druga","Ненадійне джерело інформації","http://bit.ly/2yJiAUr"
"from-ua.com","http://from-ua.com/news/446851-kakaya-eda-samaya-opasnaya-letom.html","Недостовірна новина","http://bit.ly/2yLZ3Tg"
"from-ua.com","http://from-ua.com/news/446851-kakaya-eda-samaya-opasnaya-letom.html","Недостовірна новина","http://bit.ly/2yLZ3Tg"
"kp.ru","http://kp.ru/daily/26834.5/3878711/","Недостовірна новина","http://bit.ly/2yHisol"
"obozrevatel.com","https://www.obozrevatel.com/kiyany/vizhu-vpervyie-v-zhizni-kievlyan-udivilo-anomalnoe-nashestvie.htm","Ненадійне джерело інформації","http://bit.ly/2PAWEC5"
"segodnya.ua","http://segodnya.ua/world/wnews/v-san-paulu-proshel-krupneyshiy-v-mire-lgbt-prayd--1143957.html","Недостовірна новина","http://bit.ly/2yIV22d"
"gazeta.ua","http://gazeta.ua/articles/culture/_ukrayinskij-film-pokazivatimut-u-litakah-turkish-airlines/840625","Ненадійне джерело інформації","http://bit.ly/2yL47ar"
"interfax.com.ua","http://interfax.com.ua/news/general/509742.html","Ненадійне джерело інформації","http://bit.ly/2yGkaX5"
"kp.ua","https://kp.ua/life/609702-samoe-dorohoe-avto-prodaly-za-70-mln","Ненадійне джерело інформації","http://bit.ly/2yDJgGa"
"from-ua.com","http://from-ua.com/news/446859-chelovechestvu-grozit-neizlechimaya-epidemiya.html","Недостовірна новина","http://bit.ly/2PD9Eak"
"rbc.ua","https://www.rbc.ua/rus/news/mae-arendy-gosimushchestva-byudzhet-postupilo-1528122259.html","Ненадійне джерело інформації","http://bit.ly/2yKZgGC"
"vesti.ru","http://www.vestifinance.ru/articles/102313","Недостовірна новина","http://bit.ly/2yKqpcm"
"ukranews.com","http://ukranews.com/news/566872-v-nyu-jjorke-otkrylas-pervaya-personalnaya-vystavka-ukraynskoy-khudozhnycy-zynaydy","Ненадійне джерело інформації","http://bit.ly/2yGOPno"
"znaj.ua","http://znaj.ua/world/doroga-v-peklo-v-piteri-mashyny-yidut-kriz-vogon","Ненадійне джерело інформації","http://bit.ly/2yL45iP"
"from-ua.com","http://from-ua.com/news/446877-pochemu-stavyat-venik-vverh-nogami-primeti-i-sueveriya-1.html","Недостовірна новина","http://bit.ly/2yHtxGa"
"gordonua.com","http://gordonua.com/news/localnews/brata-uchastnicy-smertelnogo-dtp-v-harkove-zaycevoy-ostanovili-pyanym-za-rulem-avto-evro-sila-249400.html","Ненадійне джерело інформації","http://bit.ly/2yIV6yZ"
"telegraf.com.ua","https://telegraf.com.ua/zhizn/zhenshhinyi/4085561-instagram-frantsuzhenki-okazalsya-sotsialnoy-reklamoy-protiv-alkogolizma-foto.html","Недостовірна новина","http://bit.ly/2yHitIV"
"znaj.ua","http://znaj.ua/society/ceglyny-na-golovu-padayut-likarnya-peretvorylasya-v-najnebezpechnishe-misce-dlya-ditej","Ненадійне джерело інформації","http://bit.ly/2yIP9Sz"
"politeka.net","https://politeka.net/news/society/662591-ukrainskij-turist-ushel-iz-zhizni-na-kipre-pri-zagadochnyh-obstojatelstvah-podrobnosti/","Ненадійне джерело інформації","http://bit.ly/2yIV4al"
"politeka.net","https://politeka.net/news/incidents/662734-potasovka-s-inostrancami-v-kieve-pervye-podrobnosti-i-kadry-bespredela/","Недостовірна новина","http://bit.ly/2PBpBhp"
"telegraf.com.ua","https://telegraf.com.ua/zhizn/zhurnal/4097040-keti-perri-poshutila-nad-orlando-blumom.html","Недостовірна новина","http://bit.ly/2yHtvOy"
"znaj.ua","http://znaj.ua/popcorn/den-pamyati-prepodobnoyi-yefrosyniyi-biografiya-svyatoyi","Недостовірна новина","http://bit.ly/2yIP80X"
"znaj.ua","http://znaj.ua/society/sho-stalosya-zarobitky-v-polshi-bilshe-ne-pryvablyuyut-ukrayinciv","Недостовірна новина","http://bit.ly/2yGOP6S"
"fakty.ua","http://fakty.ua/270648-brat-harkovskoj-avtohuliganki-zajcevoj-zaderzhan-pyanym-za-rulem","Ненадійне джерело інформації","http://bit.ly/2yKIDuo"
"kp.ua","https://kp.ua/culture/609716-konchyta-vurst-kardynalno-smenyla-ymydzh","Недостовірна новина","http://bit.ly/2yR0XCr"
"from-ua.com","http://from-ua.com/news/446884-pidtrimka-vischih-sil-godinnik-yangola-ohoroncya-na-cherven-2018-roku.html","Недостовірна новина","http://bit.ly/2yIV3Dj"
"fakty.ua","http://fakty.ua/270649-solistka-fristajla-nina-kirso-v-kome","Ненадійне джерело інформації","http://bit.ly/2yJiAnp"
"zik.ua","http://zik.ua/news/2018/06/04/kirsh_chomu_derzhava_bere_na_sebe_kolosalni_borgy_pryvatbanku_tse_ne_1338497","Ненадійне джерело інформації","http://bit.ly/2yIuVZb"
"kp.ru","http://kp.ru/daily/26837/3878790/","Недостовірна новина","http://bit.ly/2yIV5uV"
"fakty.ictv.ua","https://fakty.ictv.ua/ua/ukraine/20180604-entomolog-poyasnyv-prychynu-nashestya-metelykiv-u-kyyevi/","Ненадійне джерело інформації","http://bit.ly/2yFVpdR"
"politeka.net","https://politeka.net/news/politics/662768-jetot-parlament-nuzhno-razognat-shahov-raskryl-pechalnuju-kartinu-po-pensijam-i-pereselencam/","Недостовірна новина","http://bit.ly/2yIV0Y9"
"zaxid.net","http://zaxid.net/lviv_vkotre_zustrichatime_svyato_moroziva_vid_kompaniyi_rud_n1458108","Недостовірна новина","http://bit.ly/2yKIE1q"
"zaxid.net","http://zaxid.net/aktivisti_povidomili_pro_zatrimannya_u_harkovi_pyanim_za_kermom_brata_oleni_zaytsevoyi_n1458312","Ненадійне джерело інформації","http://bit.ly/2yI9CXv"
"zaxid.net","http://zaxid.net/fk_karpati_ta_lviv_otrimali_kalendar_matchiv_upl_na_nastupniy_sezon_n1458398","Недостовірна новина","http://bit.ly/2yGGAaN"
"strana.ua","http://strana.ua/news/144855-futbol-messi-snjalsja-v-reklame-buts-s-kozlami-goat.html","Ненадійне джерело інформації","http://bit.ly/2yGQsl2"
"zn.ua","http://zn.ua/WORLD/mey-nazvala-neopravdannymi-zagraditelnye-poshliny-ssha-na-stal-i-alyuminiy-285820_.html","Недостовірна новина","http://bit.ly/2yGFA6w"
"hronika.info","http://hronika.info/avto/323068-alfa-romeo-razrabatyvaet-moschnyy-superkar.html","Ненадійне джерело інформації","http://bit.ly/2yIV1eF"
"fakty.ictv.ua","https://fakty.ictv.ua/ua/proisshestvija/20180605-u-kyyevi-cholovik-strybnuv-z-mostu-i-potrapyv-pid-avto/","Ненадійне джерело інформації","http://bit.ly/2PGn3yJ"
"apostrophe.ua","https://apostrophe.ua/news/society/accidents/2018-06-05/set-voshitil-vejlivyiy-provodnik-v-poezde-lvov-herson-opublikovano-foto-/132054","Ненадійне джерело інформації","http://bit.ly/2PDjmtp"
"from-ua.com","http://from-ua.com/news/446890-mavpa-ogidna-abo-tigricya-fatalna-erotichne-foto-lorak-rozdililo-faniv.html","Недостовірна новина","http://bit.ly/2PCTQVh"
"fakty.ua","http://fakty.ua/270659-putin-otkrestilsya-ot-fabriki-trollej","Недостовірна новина","http://bit.ly/2PBVJ4p"
"apostrophe.ua","https://apostrophe.ua/news/society/kiev/2018-06-05/meshayut-mamam-s-detmi-v-seti-pokazali-foto-sverhnaglyih-geroev-parkovki-v-kieve/132106","Ненадійне джерело інформації","http://bit.ly/2PyQXVn"
"politeka.net","https://politeka.net/news/incidents/662775-na-donbasse-propal-glavar-dnr-pervye-podrobnosti/","Недостовірна новина","http://bit.ly/2PABTXd"
"lenta.ru","http://lenta.ru/news/2018/06/04/shark/","Ненадійне джерело інформації","http://bit.ly/2PCBAeC"
"podrobnosti.ua","http://podrobnosti.ua/2244441-goroskop-na-5-ijunja-dlja-vseh-znakov-zodiaka.html","Недостовірна новина","http://bit.ly/2PAXYVz"
"lenta.ru","http://lenta.ru/news/2018/06/05/lesbi_wedding/","Ненадійне джерело інформації","http://bit.ly/2yGRwp2"
"zik.ua","http://zik.ua/news/2018/06/05/v_okupantiv_donbasu_velychezni_vtraty_na_pozytsii_yaku_rozgromyly_biytsi_zsu_1338645","Ненадійне джерело інформації","http://bit.ly/2PAXP4t"
"ria.ru","http://ria.ru/world/20180605/1522059853.html","Ненадійне джерело інформації","http://bit.ly/2yLZOf4"
"from-ua.com","http://from-ua.com/news/446897-marsiane-podayut-znak-kosmicheskii-rover-zasnyal-zagadochnii-predmet.html","Недостовірна новина","http://bit.ly/2yKrIrM"
"fakty.ua","http://fakty.ua/270667-v-kieve-podrostok-nasmert-razbilsya-vypav-iz-okna","Ненадійне джерело інформації","http://bit.ly/2PGpVeZ"
"znaj.ua","http://znaj.ua/society/sencov-goloduye-22-den-kolega-rozpoviv-pro-jogo-stan","Недостовірна новина","http://bit.ly/2yHtU3w"
"newsone.ua","http://newsone.ua/news/politics/iran-nachinaet-narashchivanie-moshchnostej-po-obohashcheniju-urana.html","Ненадійне джерело інформації","http://bit.ly/2yJjxMv"
"newsone.ua","http://newsone.ua/news/accidents/v-kharkove-muzhchina-nashel-sredi-ulitsy-korobku-s-hranatami-i-vzryvchatkoj.html","Ненадійне джерело інформації","http://bit.ly/2yDJnS6"
"obozrevatel.com","https://www.obozrevatel.com/city/news/kiev-glazami-yunyih-arhitektorov-sozdanyi-proektyi-umnogo-goroda.htm","Недостовірна новина","http://bit.ly/2yIPRzd"
"zik.ua","http://zik.ua/news/2018/06/05/v_merezhi_oprylyudnyly_foto_horeografa__geroya_parkovky_u_kyievi_1338667","Ненадійне джерело інформації","http://bit.ly/2yIPjcD"
"facenews.ua","http://facenews.ua/news/2018/408974/","Ненадійне джерело інформації","http://bit.ly/2yIWcL7"
"podrobnosti.ua","http://podrobnosti.ua/2244465-bojoviki-obstrljali-donetsku-fltruvalnu-stantsju-2.html","Недостовірна новина","http://bit.ly/2yKrHnI"
"znaj.ua","http://znaj.ua/world/ironiya-po-korolivsky--sho-podaruvala-yelyzaveta-ii-na-vesillya-megan-i-garri","Недостовірна новина","http://bit.ly/2yKZiOK"
"facenews.ua","http://facenews.ua/news/2018/408983/","Недостовірна новина","http://bit.ly/2yR1d4n"
"kp.ru","http://kp.ru/daily/26834/3878890/","Недостовірна новина","http://bit.ly/2yHdJmG"
"vesti.ru","http://vesti.ru/doc.html?id=3024839&cid=680","Недостовірна новина","http://bit.ly/2yIajjz"
"telegraf.com.ua","https://telegraf.com.ua/zhizn/zhurnal/4097369-elizaveta-ii-podarila-printsu-garri-i-megan-markl-kottedzh.html","Недостовірна новина","http://bit.ly/2yJiDzB"
"politeka.net","https://politeka.net/news/politics/662808-sergej-shahov-iniciiruet-otstavku-pravitelstva/","Недостовірна новина","http://bit.ly/2yIVSvT"
"glavcom.ua","http://glavcom.ua/news/u-lyashka-perekonuyut-shcho-duzhi-choloviki-hochut-bachiti-yogo-prezidentom--502789.html","Ненадійне джерело інформації","http://bit.ly/2yHj4KF"
"znaj.ua","http://znaj.ua/world/inozemnyj-legion-jde-v-ataku-francuzki-vijska-vstupyly-u-vijnu","Ненадійне джерело інформації","http://bit.ly/2PCAiQO"
"telegraf.com.ua","https://telegraf.com.ua/ukraina/mestnyiy/4097390-v-stolitse-paren-pryignul-s-mosta-i-popal-pod-avtomobil.html","Ненадійне джерело інформації","http://bit.ly/2yKqvke"
"hvylya.net","http://hvylya.net/news/digest/ukrainskie-sela-prevratyatsya-v-neobitaemyie-ostrova.html","Недостовірна новина","http://bit.ly/2yKqxsm"
"podrobnosti.ua","http://podrobnosti.ua/2244479-u-kazahstan-hochut-stvoriti-analog-vropejskogo-shengenu.html","Недостовірна новина","http://bit.ly/2PyRXc5"
"vesti.ru","http://vesti.ru/doc.html?id=3024845&cid=7","Недостовірна новина","http://bit.ly/2yKrj8K"
"24tv.ua","http://24tv.ua/derzhzrada_yanukovicha_sud_maye_zasluhati_azarova_ta_zaharchenka_n978729","Недостовірна новина","http://bit.ly/2yIaknD"
"expres.ua","http://expres.ua/news/2018/06/05/297059-kyyivskomu-magazyni-pomityly-dvoh-nahabnyh-kulturnyh-zlodiyok-foto","Ненадійне джерело інформації","http://bit.ly/2PGpn8V"
"kp.ua","https://kp.ua/life/609741-7-samykh-komfortnykh-horodov-myra-dlia-studentov","Недостовірна новина","http://bit.ly/2yERE8o"
"ukranews.com","http://ukranews.com/news/566933-rezultaty-vno-po-anglyyskomu-yazyku-pod-ugrozoy-sryva","Недостовірна новина","http://bit.ly/2Px2Bjn"
"hvylya.net","http://hvylya.net/news/digest/uchenyie-obyasnili-sushhestvovanie-sverhestestvennyih-sil.html","Ненадійне джерело інформації","http://bit.ly/2yGRvkY"
"from-ua.com","http://from-ua.com/news/446913-oberegi-dlya-doma-i-ih-znachenie.html","Ненадійне джерело інформації","http://bit.ly/2yEQVnG"
"telegraf.com.ua","https://telegraf.com.ua/tehnologii/4097535-apple-ustanovila-novyiy-rekord-posle-prezentatsii-ios-12.html","Ненадійне джерело інформації","http://bit.ly/2yHdrw6"
"enovosty.com","http://news.enovosty.com/news_incidents/full/506-v-kieve-posredi-ulicy-obnaruzhili-parnya-v-luzhe-krovi","Ненадійне джерело інформації","http://bit.ly/2yIVRYR"
"interfax.com.ua","http://interfax.com.ua/news/economic/509835.html","Недостовірна новина","http://bit.ly/2yIVQUN"
"gazeta.ua","http://gazeta.ua/articles/np/_se-odna-smertelna-dtp-na-trasi-marshrutka-zishtovhnulasya-z-vantazhnim-busom/840670","Ненадійне джерело інформації","http://bit.ly/2PBH6hH"
"znaj.ua","http://znaj.ua/world/zustrich-trampa-j-kima-v-bilomu-domi-rozkryly-podrobyci","Ненадійне джерело інформації","http://bit.ly/2yJjvUT"
"112.ua","http://112.ua/ekonomika/nalichnyy-kurs-na-5-iyunya-dollar--2590-2615-grn-evro--3020-3080-grn-448417.html","Недостовірна новина","http://bit.ly/2yHe2hk"
"ukranews.com","http://ukranews.com/news/566947-ehksperty-proanalyzyrovaly-ytogy-raboty-danylyuka-na-postu-mynystra-smy","Недостовірна новина","http://bit.ly/2yKJr2o"
"segodnya.ua","http://segodnya.ua/ukraine/vno-po-angliyskomu-pod-ugrozoy-sryva-1143981.html","Недостовірна новина","http://bit.ly/2yHj6Ch"
"znaj.ua","http://znaj.ua/society/vijna-na-donbasi-ukrayinskyj-vijskovyj-vrazyv-svoyim-talantom","Ненадійне джерело інформації","http://bit.ly/2yHqhKJ"
"zik.ua","http://zik.ua/news/2018/06/05/tymchuk_rosiya_ne_puskaie_na_chs2018_golotu_z_lnrdnr_bo_tse_lyshe_garmatne_1338831","Ненадійне джерело інформації","http://bit.ly/2yHqj5j"
"strana.ua","http://strana.ua/news/144781-brata-fihurantki-kharkovskoho-dtp-ostanovili-pjanym-za-rulem.html","Ненадійне джерело інформації","http://bit.ly/2yHqjlP"
"unian.net","https://www.unian.net/world/10141667-izvestnyy-rossiyskiy-muzykant-popal-v-dtp-v-seti-pokazali-posledstviya-strashnoy-avarii-foto.html","Ненадійне джерело інформації","http://bit.ly/2yHqjSR"
"podrobnosti.ua","http://podrobnosti.ua/2236192-komu-nelzja-est-pomidory.html","Ненадійне джерело інформації","http://bit.ly/2yIVA8b"
"zaxid.net","http://zaxid.net/u_parku_kulturi_startuvav_tretiy_sezon_kinopereglyadiv_iz_kredobank_n1458333","Ненадійне джерело інформації","http://bit.ly/2yJpGs3"
"telegraf.com.ua","https://telegraf.com.ua/ukraina/obshhestvo/4097412-chto-myi-iskali-v-poiske-google-na-proshloy-nedele-28-05-03-06.html","Недостовірна новина","http://bit.ly/2yR9aXh"
"obozrevatel.com","https://www.obozrevatel.com/kiyany/tajnaya-knopka.htm","Ненадійне джерело інформації","http://bit.ly/2yHqi1f"
"vesti-ukr.com","http://vesti-ukr.com/mir/291282-romana-sushchenko-prihovorili-za-popytku-uznat-o-nastuplenii-so-storony-dnr-kommersant","Ненадійне джерело інформації","http://bit.ly/2yGYsCA"
"politeka.net","https://politeka.net/news/politics/663169-otstavka-grojsmana-raskryta-nastojashhaja-prichina-premer-ispugalsja-otvetstvennosti/","Ненадійне джерело інформації","http://bit.ly/2yHqzRP"
"112.ua","http://112.ua/kiev/entomolog-obyasnil-prichiny-nashestviya-babochek-v-kieve-448418.html","Ненадійне джерело інформації","http://bit.ly/2yHqxJH"
"nv.ua","http://nv.uahttps://biz.nv.ua/markets/iz-ukrainy-otkryli-novyj-aviarejs-v-turtsiju-2474116.html","Ненадійне джерело інформації","http://bit.ly/2PE0Vos"
"hvylya.net","http://hvylya.net/news/digest/predskazana-neminuemaya-gibel-inoplanetnyih-tsivilizatsiy.html","Недостовірна новина","http://bit.ly/2yIIaZS"
"strana.ua","http://strana.ua/news/144846-spisok-47-zhurnalistov-i-bloherov-ekskljuziv-strany-dokument.html","Ненадійне джерело інформації","http://bit.ly/2PyWqLT"
"vesti.ru","http://vesti.ru/doc.html?id=3024988&cid=680","Недостовірна новина","http://bit.ly/2yGO6Cx"
"ukranews.com","http://ukranews.com/news/566982-rossyya-obvynyla-sushhenko-v-popytke-sobrat-dannye-o-nastuplenyy-boevykov-na-maryupol-smy","Ненадійне джерело інформації","http://bit.ly/2yHqygJ"
"from-ua.com","http://from-ua.com/news/447099-ohrimenko-obyasnil-komu-v-ukraine-pridetsya-zabit-o-subsidiyah.html","Ненадійне джерело інформації","http://bit.ly/2PAl3ru"
"24tv.ua","http://24tv.ua/nazvano_laureativ_modnoyi_premiyi_cfda_awards_2018_foto_naykrashhih_obraziv_n978851","Недостовірна новина","http://bit.ly/2PxAUai"
"hronika.info","http://hronika.info/kultura/323181-britni-spirs-poradovala-svezhim-foto.html","Ненадійне джерело інформації","http://bit.ly/2yHqA8l"
"bagnet.org","http://www.bagnet.org/news/health/367085/sahar-lidiruet-v-top-10-opasnyh-produktov","Недостовірна новина","http://bit.ly/2yG3qzt"
"kp.ua","https://kp.ua/citynews/609763-nashestvye-babochek-na-stolytsu-otkuda-anomalyia-y-kak-povlyiaet-na-ekolohyui","Ненадійне джерело інформації","http://bit.ly/2yHqOMJ"
"gazeta.ua","http://gazeta.ua/articles/donbas/_u-lugansku-pyanij-cholovik-smishno-oskverniv-respubliku/840751","Ненадійне джерело інформації","http://bit.ly/2PAlbY0"
"obozrevatel.com","https://www.obozrevatel.com/society/goroskop-na-6-iyunya-po-kartam-taro.htm","Недостовірна новина","http://bit.ly/2yL8nHk"
"newsone.ua","http://newsone.ua/news/politics/hlava-partii-osnova-andrej-nikolaenko-realizatsija-otlozhennoho-vnutrenneho-sprosa-dast-impuls-razvitiju-ekonomiki-ukrainy.html","Недостовірна новина","http://bit.ly/2PAlemE"
"fakty.ictv.ua","https://fakty.ictv.ua/ua/proisshestvija/20180605-v-odesi-vid-koru-pomerlo-nemovlya/","Ненадійне джерело інформації","http://bit.ly/2PAldz6"
"vesti-ukr.com","http://vesti-ukr.com/odessa/291321-v-odesse-porezali-nozhom-lidera-avtomajdana","Ненадійне джерело інформації","http://bit.ly/2PAleDa"
"comments.ua","http://comments.ua/money/623175-u-semi-prezidenta-kievgorstroya-kushnira.html","Недостовірна новина","http://bit.ly/2yHnsJI"
"24tv.ua","http://24tv.ua/naftogaz_ukrayini_viplachuye_menedzheram_milyonni_premiyi_n978956","Ненадійне джерело інформації","http://bit.ly/2yKOu2Q"
"ukranews.com","http://ukranews.com/news/567018-deputat-rady-rabynovych-prognal-ot-svoego-ofysa-ulychnuyu-kofeynyu","Ненадійне джерело інформації","http://bit.ly/2yHr0LX"
"znaj.ua","http://znaj.ua/society/poperedte-blyzkyh-shahrayi-vyprobuvaly-pidlu-shemu-na-pensionerah","Ненадійне джерело інформації","http://bit.ly/2PyFlBS"
"lenta.ru","http://lenta.ru/news/2018/06/05/meshjeans/","Ненадійне джерело інформації","http://bit.ly/2yJ1Fl7"
"politeka.net","https://politeka.net/news/regions/662900-boi-na-donbasse-morgi-perepolneny-istochnik-rasskazal-ob-uspehah-vsu/","Ненадійне джерело інформації","http://bit.ly/2yIgMuR"
